iter	Passed	Remaining
402	11314	16761
403	11344	16736
404	11378	16715
405	11406	16687
406	11432	16657
407	11459	16626
408	11485	16596
409	11510	16563
410	11536	16532
411	11562	16501
412	11588	16470
413	11613	16438
414	11639	16407
415	11665	16376
416	11691	16345
417	11717	16314
418	11742	16283
419	11768	16251
420	11794	16221
421	11821	16191
422	11846	16159
423	11872	16128
424	11898	16097
425	11924	16066
426	11950	16036
427	11976	16005
428	12001	15974
429	12027	15943
430	12053	15912
431	12093	15901
432	12124	15877
433	12154	15851
434	12180	15820
435	12206	15790
436	12235	15763
437	12261	15732
438	12288	15704
439	12314	15673
440	12341	15643
441	12367	15613
442	12392	15582
443	12418	15550
444	12445	15521
445	12471	15492
446	12501	15466
447	12532	15441
448	12561	15415
449	12591	15389
450	12622	15365
451	12653	15340
452	12684	15316
453	12717	15294
454	12749	15271
455	12781	15248
456	12810	15221
457	12836	15190
458	12861	15159
459	12887	15128
460	12913	15098
461	12940	15068
462	12966	15038
463	12992	15009
464	13018	14978
465	13044	14948
466	13071	14918
467	13111	14904
468	13140	14877
469	13171	14853
470	13201	14827
471	13231	14801
472	13260	14774
473	13291	14749
474	13320	14723
475	13350	14697
476	13379	14669
477	13410	14645
478	13438	14617
479	13464	14586
480	13490	14556
481	13516	14526
482	13542	14495
483	13568	14465
484	13593	14434
485	13620	14404
486	13646	14375
487	13673	14345
488	13699	14315
489	13725	14285
490	13751	14255
491	13776	14224
492	13802	14194
493	13828	14164
494	13853	14133
495	13880	14103
496	13905	14073
497	13931	14043
498	13957	14013
499	13984	13984
500	14010	13954
501	14036	13924
502	14062	13894
503	14088	13864
504	14131	13851
505	14164	13828
506	14194	13802
507	14221	13773
508	14247	13743
509	14273	13713
510	14299	13684
511	14326	13655
512	14353	13625
513	14379	13596
514	14405	13566
515	14431	13536
516	14457	13506
517	14483	13476
518	14510	13448
519	14540	13421
520	14572	13397
521	14602	13371
522	14631	13344
523	14663	13319
524	14692	13292
525	14722	13266
526	14753	13241
527	14783	13215
528	14814	13190
529	14841	13161
530	14867	13131
531	14893	13102
532	14919	13071
533	14944	13041
534	14970	13011
535	14996	12981
536	15022	12952
537	15048	12922
538	15074	12892
539	15101	12863
540	15142	12847
541	15171	12820
542	15203	12795
543	15237	12772
544	15267	12746
545	15298	12720
546	15329	12694
547	15359	12668
548	15389	12642
549	15420	12617
550	15449	12589
551	15474	12559
552	15501	12530
553	15528	12500
554	15553	12470
555	15579	12441
556	15605	12411
557	15631	12381
558	15657	12352
559	15683	12322
560	15708	12292
561	15734	12262
562	15760	12233
563	15786	12204
564	15812	12174
565	15838	12144
566	15864	12115
567	15889	12085
568	15915	12055
569	15941	12025
570	15967	11996
571	15992	11966
572	16018	11936
573	16044	11907
574	16069	11877
575	16095	11848
576	16121	11818
577	16163	11800
578	16192	11773
579	16221	11746
580	16250	11719
581	16276	11689
582	16303	11661
583	16330	11632
584	16356	11603
585	16381	11573
586	16409	11545
587	16435	11515
588	16461	11486
589	16486	11456
590	16512	11427
591	16538	11398
592	16564	11369
593	16594	11342
594	16624	11315
595	16659	11292
596	16690	11266
597	16720	11240
598	16751	11214
599	16783	11189
600	16816	11164
601	16848	11139
602	16879	11112
603	16908	11085
604	16933	11055
605	16958	11025
606	16984	10996
607	17010	10967
608	17036	10937
609	17062	10908
610	17087	10879
611	17113	10849
612	17139	10820
613	17180	10800
614	17208	10772
615	17234	10743
616	17264	10716
617	17296	10691
618	17326	10664
619	17359	10639
620	17391	10614
621	17422	10588
622	17451	10560
623	17480	10533
624	17510	10506
625	17542	10480
626	17568	10451
627	17594	10422
628	17622	10393
629	17648	10364
630	17674	10336
631	17701	10307
632	17728	10278
633	17754	10249
634	17780	10220
635	17805	10190
636	17831	10161
637	17857	10132
638	17884	10103
639	17909	10074
640	17936	10045
641	17961	10016
642	17987	9986
643	18013	9957
644	18039	9928
645	18065	9899
646	18091	9870
647	18117	9841
648	18143	9812
649	18169	9783
650	18215	9765
651	18245	9738
652	18274	9711
653	18301	9682
654	18327	9653
655	18353	9624
656	18379	9595
657	18406	9566
658	18432	9537
659	18458	9509
660	18485	9480
661	18511	9451
662	18536	9422
663	18562	9393
664	18587	9363
665	18613	9334
666	18645	9308
667	18674	9281
668	18706	9255
669	18735	9228
670	18764	9200
671	18794	9173
672	18824	9146
673	18854	9119
674	18883	9092
675	18912	9064
676	18938	9035
677	18964	9006
678	18990	8977
679	19016	8948
680	19042	8919
681	19067	8890
682	19093	8861
683	19119	8832
684	19145	8804
685	19171	8775
686	19199	8747
687	19246	8728
688	19276	8701
689	19306	8674
690	19342	8649
691	19374	8623
692	19403	8595
693	19440	8571
694	19473	8546
695	19505	8519
696	19536	8492
697	19562	8464
698	19587	8434
699	19613	8405
700	19639	8376
701	19665	8347
702	19690	8318
703	19716	8289
704	19742	8261
705	19767	8231
706	19793	8202
707	19818	8173
708	19843	8144
709	19869	8115
710	19895	8086
711	19921	8057
712	19947	8029
713	19973	8000
714	19999	7971
715	20025	7943
716	20051	7914
717	20076	7885
718	20102	7856
719	20129	7828
720	20154	7799
721	20180	7770
722	20206	7741
723	20232	7712
724	20277	7691
725	20309	7664
726	20339	7637
727	20366	7609
728	20393	7581
729	20421	7553
730	20446	7524
731	20473	7495
732	20498	7466
733	20524	7437
734	20550	7409
735	20576	7380
736	20602	7352
737	20628	7323
738	20654	7294
739	20686	7268
740	20718	7241
741	20749	7214
742	20781	7188
743	20812	7161
744	20841	7133
745	20871	7106
746	20902	7079
747	20934	7052
748	20967	7026
749	20995	6998
750	21021	6969
751	21047	6941
752	21073	6912
753	21099	6883
754	21125	6855
755	21151	6826
756	21177	6798
757	21203	6769
758	21229	6740
759	21254	6711
760	21303	6690
761	21334	6663
762	21367	6636
763	21399	6610
764	21429	6582
765	21460	6555
766	21490	6528
767	21520	6501
768	21549	6473
769	21580	6445
770	21607	6417
771	21633	6389
772	21658	6360
773	21684	6331
774	21710	6302
775	21736	6274
776	21763	6246
777	21789	6217
778	21815	6188
779	21842	6160
780	21868	6132
781	21894	6103
782	21920	6074
783	21945	6046
784	21970	6017
785	21995	5988
786	22021	5960
787	22047	5931
788	22072	5902
789	22098	5874
790	22124	5845
791	22150	5817
792	22176	5788
793	22202	5760
794	22228	5731
795	22254	5703
796	22280	5674
797	22329	5652
798	22359	5624
799	22389	5597
800	22418	5569
801	22444	5541
802	22470	5512
803	22496	5484
804	22522	5455
805	22549	5427
806	22576	5399
807	22601	5370
808	22627	5342
809	22653	5313
810	22679	5285
811	22705	5256
812	22730	5228
813	22762	5201
814	22797	5174
815	22828	5147
816	22857	5119
817	22890	5092
818	22919	5065
819	22951	5038
820	22982	5010
821	23013	4983
822	23042	4955
823	23071	4927
824	23098	4899
825	23124	4871
826	23150	4842
827	23175	4814
828	23200	4785
829	23226	4757
830	23252	4728
831	23278	4700
832	23304	4672
833	23355	4648
834	23382	4620
835	23411	4592
836	23445	4565
837	23476	4538
838	23506	4510
839	23537	4483
840	23567	4455
841	23598	4428
842	23627	4400
843	23658	4372
844	23687	4345
845	23714	4316
846	23739	4288
847	23765	4259
848	23790	4231
849	23816	4202
850	23842	4174
851	23868	4146
852	23894	4117
853	23919	4089
854	23946	4061
855	23972	4032
856	23998	4004
857	24024	3976
858	24049	3947
859	24075	3919
860	24101	3890
861	24126	3862
862	24152	3834
863	24178	3805
864	24205	3777
865	24231	3749
866	24260	3721
867	24287	3693
868	24313	3665
869	24365	3640
870	24396	3613
871	24426	3585
872	24456	3557
873	24482	3529
874	24508	3501
875	24534	3472
876	24559	3444
877	24585	3416
878	24612	3388
879	24637	3359
880	24663	3331
881	24688	3303
882	24714	3274
883	24740	3246
884	24766	3218
885	24796	3190
886	24828	3163
887	24858	3135
888	24889	3107
889	24922	3080
890	24953	3052
891	24982	3024
892	25014	2997
893	25046	2969
894	25076	2941
895	25106	2914
896	25133	2885
897	25159	2857
898	25185	2829
899	25210	2801
900	25237	2773
901	25263	2744
902	25288	2716
903	25314	2688
904	25341	2660
905	25368	2632
906	25421	2606
907	25454	2579
908	25484	2551
909	25514	2523
910	25544	2495
911	25573	2467
912	25605	2439
913	25638	2412
914	25672	2384
915	25704	2357
916	25733	2329
917	25759	2300
918	25785	2272
919	25812	2244
920	25838	2216
921	25866	2188
922	25892	2160
923	25918	2131
924	25944	2103
925	25970	2075
926	25996	2047
927	26022	2018
928	26048	1990
929	26074	1962
930	26100	1934
931	26125	1906
932	26151	1877
933	26177	1849
934	26202	1821
935	26228	1793
936	26254	1765
937	26281	1737
938	26307	1708
939	26332	1680
940	26357	1652
941	26384	1624
942	26436	1597
943	26468	1570
944	26496	1542
945	26527	1514
946	26552	1486
947	26579	1457
948	26604	1429
949	26630	1401
950	26655	1373
951	26681	1345
952	26706	1317
953	26732	1288
954	26758	1260
955	26786	1232
956	26812	1204
957	26838	1176
958	26865	1148
959	26896	1120
960	26924	1092
961	26955	1064
962	26986	1036
963	27017	1008
964	27049	981
965	27080	953
966	27113	925
967	27142	897
968	27172	869
969	27199	841
970	27224	813
971	27249	784
972	27275	756
973	27301	728
974	27327	700
975	27352	672
976	27379	644
977	27405	616
978	27432	588
979	27486	560
980	27514	532
981	27544	504
982	27575	476
983	27604	448
984	27635	420
985	27665	392
986	27693	364
987	27724	336
988	27755	308
989	27789	280
990	27818	252
991	27844	224
992	27870	196
993	27896	168
994	27921	140
995	27947	112
996	27972	84
997	27999	56
998	28024	28
999	28050	0
