iter	Logloss
372	0.4182629045
373	0.418198468
374	0.4172667682
375	0.4169491654
376	0.4167862271
377	0.4166414522
378	0.4159969889
379	0.4158648737
380	0.4156976029
381	0.4152119257
382	0.4150653626
383	0.4148515551
384	0.4145850199
385	0.4141759977
386	0.4137745563
387	0.413486828
388	0.4133687351
389	0.4131171537
390	0.4129081525
391	0.4124512457
392	0.4123215047
393	0.4116237054
394	0.4114237555
395	0.4108190054
396	0.4106489412
397	0.4103459734
398	0.4101876196
399	0.4101102144
400	0.4097637783
401	0.4095095953
402	0.4091969389
403	0.408854502
404	0.4084309261
405	0.4082145659
406	0.4078890701
407	0.4075828177
408	0.4073568822
409	0.4071353077
410	0.4069434813
411	0.4067398628
412	0.406522612
413	0.4061958584
414	0.4058139091
415	0.4056761524
416	0.4054739566
417	0.4048992982
418	0.404333614
419	0.4042430727
420	0.404128561
421	0.403927963
422	0.4036756388
423	0.4035345073
424	0.403140916
425	0.4030831388
426	0.4029944771
427	0.4028911459
428	0.4024521424
429	0.4020032129
430	0.4018883584
431	0.4016199901
432	0.4013094763
433	0.4012332886
434	0.4010552947
435	0.4008945534
436	0.4007420073
437	0.4005569734
438	0.4004912152
439	0.4000251816
440	0.3998994482
441	0.39959448
442	0.3988115575
443	0.3985934012
444	0.3982552037
445	0.3979373465
446	0.3974168713
447	0.3973638012
448	0.397075232
449	0.3970723171
450	0.3968278751
451	0.3965058228
452	0.3964014906
453	0.3963882795
454	0.3958666345
455	0.3955949832
456	0.3955724707
457	0.3954565518
458	0.3951772804
459	0.3949350216
460	0.3949285881
461	0.3946964273
462	0.3946944815
463	0.394647551
464	0.3943667117
465	0.3942539312
466	0.3938801091
467	0.3937522227
468	0.3936176356
469	0.3935151584
470	0.3934428719
471	0.3933721177
472	0.3927280716
473	0.3924100584
474	0.3923918447
475	0.3922947865
476	0.3919954289
477	0.3917285685
478	0.3916349218
479	0.3915723988
480	0.3910443091
481	0.3906503642
482	0.390604935
483	0.3904903136
484	0.3904754403
485	0.3902676471
486	0.3901602054
487	0.3900748637
488	0.3897137108
489	0.3895675215
490	0.3892053048
491	0.3890352914
492	0.3889301136
493	0.3888650567
494	0.3884187379
495	0.388293444
496	0.3877149924
497	0.3876847739
498	0.3875858051
499	0.3872925438
3637449051
84
