iter	Logloss
558	0.05032874046
559	0.0502379737
560	0.05014659314
561	0.0501327043
562	0.05004463699
563	0.04999339823
564	0.04996244985
565	0.04988068601
566	0.04976389846
567	0.04971602891
568	0.04969673395
569	0.04961410541
570	0.04948069492
571	0.04941068763
572	0.04931148621
573	0.04924143
574	0.04919091027
575	0.04908910133
576	0.04901264346
577	0.04844857572
578	0.04839729762
579	0.04836133739
580	0.04818889344
581	0.04811069326
582	0.04796519049
583	0.0478970971
584	0.04785566767
585	0.04779905278
586	0.04779369885
587	0.04770495396
588	0.04764073286
589	0.047592831
590	0.04753892289
591	0.04735013119
592	0.04733640617
593	0.04717954604
594	0.04686419413
595	0.04684081903
596	0.04674126038
597	0.04669962155
598	0.04663937548
599	0.04628915015
600	0.04627005759
601	0.04621110545
602	0.04617377119
603	0.0461547043
604	0.04614535644
605	0.0461308824
606	0.04610998838
607	0.04607635676
608	0.04594224029
609	0.04592911143
610	0.04583152605
611	0.04578805748
612	0.04567059946
613	0.04564798192
614	0.04547892808
615	0.045451834
616	0.04472570596
617	0.04464637188
618	0.0445968232
619	0.04456289992
620	0.04436469704
621	0.04401581074
622	0.04392506777
623	0.04388013344
624	0.04386110645
625	0.04360314495
626	0.04349038433
627	0.04338527553
628	0.04329848332
629	0.0432369191
630	0.04323220637
631	0.04315731781
632	0.04313619193
633	0.04291460345
634	0.04277118311
635	0.04266382296
636	0.04237525503
637	0.0423495614
638	0.04232258965
639	0.04212382695
640	0.04189638281
641	0.04135150661
642	0.04111008951
643	0.04107738839
644	0.04105458706
645	0.04079962573
646	0.04052258531
647	0.04049218589
648	0.04043602737
649	0.04036853655
650	0.04011545368
651	0.0400994352
652	0.04008446032
653	0.04006689271
654	0.03994126982
655	0.0397599908
656	0.03969108826
657	0.03960606509
658	0.03940474406
659	0.03922015039
660	0.03893315002
661	0.03876519168
662	0.03874324631
663	0.03867834395
664	0.03865902791
665	0.03858992044
666	0.03855583606
667	0.0385466451
668	0.03843824486
669	0.03836192038
670	0.03832427313
671	0.03830662481
672	0.03826318676
673	0.03824282467
674	0.03801207591
675	0.03798963916
676	0.0374177836
677	0.0374055239
678	0.03736086031
679	0.0373029263
680	0.0371179135
681	0.03694870016
682	0.03689107747
683	0.03667298851
684	0.03664347484
685	0.03658879121
686	0.03648042149
687	0.03645604869
688	0.03643231232
689	0.03629679007
690	0.03613624399
691	0.03604641503
692	0.03603821066
693	0.03601742823
694	0.03598369688
695	0.03595039962
696	0.03591500661
697	0.03585257155
698	0.03582500442
699	0.03578158032
700	0.0356900453
701	0.03564796095
702	0.03562207913
703	0.03553386674
704	0.03542239549
705	0.03532847893
706	0.03528854751
707	0.03516816338
708	0.03516146558
709	0.03497317079
710	0.03491592735
711	0.03489320532
712	0.03481982024
713	0.03471642853
714	0.03463077344
715	0.03453424163
716	0.03446653266
717	0.03439788257
718	0.03438674303
719	0.03434126155
720	0.03420443713
721	0.03419480487
722	0.03407099707
723	0.03400518147
724	0.03398191311
725	0.03393107348
726	0.03389067621
727	0.03383837405
728	0.03361269332
729	0.03360562115
730	0.03357738455
731	0.0334591551
732	0.03344734209
733	0.03340790169
734	0.03338730638
735	0.03326994886
736	0.03322150212
737	0.03320991022
738	0.03279417992
739	0.03269901785
740	0.03268008074
741	0.03266831081
742	0.03265634856
743	0.03256478382
744	0.03255143679
745	0.03251135577
746	0.03238321721
747	0.03235186232
748	0.03210087272
749	0.03204804788
750	0.03187687217
751	0.03176316995
752	0.0317152266
753	0.03169530806
754	0.03164761
755	0.0315779198
756	0.03152705948
757	0.03141538876
758	0.0314115793
759	0.03135086049
760	0.03128451547
761	0.03115569112
762	0.03112878092
763	0.03107801853
764	0.03087957686
765	0.03084226089
766	0.03080313575
767	0.03074883282
768	0.03074380967
769	0.03072256555
770	0.03050766008
771	0.03049127175
772	0.03045720036
773	0.03038341114
774	0.03033654332
775	0.03026308353
776	0.02993234843
777	0.02987479945
778	0.02982017177
779	0.02980199156
780	0.02966887302
781	0.02964389316
782	0.0295428577
783	0.02951829742
784	0.02951160006
785	0.02942911329
786	0.02934286079
787	0.02931492081
788	0.02927488364
789	0.02915279237
790	0.0291119448
791	0.02910072705
792	0.02899218357
793	0.02896741039
794	0.02896262409
795	0.02883974828
796	0.02875438952
797	0.02864504097
798	0.02853168144
799	0.02845203677
800	0.02842083954
801	0.02838173776
802	0.02830915141
803	0.0282145317
804	0.02820899215
805	0.02817443798
806	0.02806822075
807	0.02804592729
808	0.02795351834
809	0.02792425405
810	0.02788925265
811	0.02775316715
812	0.02758200652
813	0.02754947229
814	0.02740354611
815	0.02737635465
816	0.0273710977
817	0.02720616467
818	0.02716300928
819	0.02714447891
820	0.02702634068
821	0.02689345283
822	0.02677776188
823	0.02659993993
824	0.02655031391
825	0.02637546449
826	0.02636149538
827	0.02628143373
828	0.02622073944
829	0.02616301641
830	0.02601189278
831	0.02599609462
832	0.02593027678
833	0.02592073636
834	0.02591491203
835	0.02568881773
836	0.02558267495
837	0.02553867509
838	0.02540549146
839	0.02536137729
840	0.02535023153
841	0.02529049413
842	0.02528293139
843	0.02527606034
844	0.02516239623
845	0.02503237054
846	0.02497534653
847	0.02488762864
848	0.02486088319
849	0.0248138423
850	0.02479887437
851	0.02474328542
852	0.02473132929
853	0.0246759624
854	0.02466794066
855	0.02465495801
856	0.02457561577
857	0.02451261971
858	0.02445463467
859	0.02435562181
860	0.02434881747
861	0.02419126775
862	0.024183933
863	0.02414857765
864	0.02412690375
865	0.02409590106
866	0.02403012832
867	0.02396032331
868	0.0239440798
869	0.02393395084
870	0.02385500542
871	0.02383848527
872	0.02379586595
873	0.02376530573
874	0.02372198696
875	0.0237056126
876	0.02368643197
877	0.02366135892
878	0.02360865751
879	0.02356492921
880	0.02335795132
881	0.02327018735
882	0.02318889438
883	0.02317360998
884	0.02310387746
885	0.02304126682
886	0.02303186201
887	0.02302485043
888	0.02299801832
889	0.02298414065
890	0.02287055394
891	0.02270644072
892	0.0226025187
893	0.02259970402
894	0.02256051251
895	0.02251592167
896	0.02247738938
897	0.02238070759
898	0.02234319403
899	0.0223334424
900	0.022240564
901	0.02222001722
902	0.02221003766
903	0.02200295974
904	0.02198412128
905	0.02191249886
906	0.02184077976
907	0.02174397852
908	0.02172096242
909	0.02168469072
910	0.02165678423
911	0.02162705739
912	0.02160410298
913	0.02153301922
914	0.02152927275
915	0.02151709509
916	0.02133698567
917	0.02127373623
918	0.02122560469
919	0.02118742351
920	0.02114789176
921	0.02114195126
922	0.02113279468
923	0.02110224803
924	0.0210757013
925	0.02103062285
926	0.02101708162
927	0.02099911205
928	0.02099332951
929	0.02097185488
930	0.02093619992
931	0.02092591272
932	0.02070604698
933	0.02070414363
934	0.02065532705
935	0.02052118138
936	0.02051655568
937	0.02045428526
938	0.02044943895
939	0.02044629589
940	0.02043990341
941	0.02042408242
942	0.0203769609
943	0.02035079111
944	0.0203466933
945	0.02033717121
946	0.02032567826
947	0.02024863426
948	0.02021439802
949	0.02018130476
950	0.02013560232
951	0.02012999625
952	0.02012619212
953	0.02011390581
954	0.020063549
955	0.02001016883
956	0.01995712704
957	0.01987727548
958	0.01983271484
959	0.01975418927
960	0.01972115602
961	0.01959156783
962	0.01953725372
963	0.01947485636
964	0.01942130284
965	0.01938590815
966	0.01930999153
967	0.01929614175
968	0.01924760631
969	0.01916474876
970	0.0190754206
971	0.01906467288
972	0.01899375265
973	0.01891885375
974	0.01883613077
975	0.01882815184
976	0.01879393203
977	0.01877087798
978	0.01876540412
979	0.01874609355
980	0.01873254951
981	0.01862036841
982	0.0186098249
983	0.01860633622
984	0.01859486258
985	0.01847802963
986	0.01847503488
987	0.01846139757
988	0.01845950853
989	0.01844586317
990	0.01843658744
991	0.01843194028
992	0.01837540333
993	0.01836052286
994	0.01833740107
995	0.01830049914
996	0.01829676017
997	0.0182710765
998	0.0182116936
999	0.01820217902
